id,x,y,deg
052_31,s2.299181858101004,s1.586699258628944,s258.833705439632695
052_32,s2.308929608664403,s2.193237833458335,s259.652406830207951
052_33,s3.157293848288917,s1.766977603277795,s78.833714549939785
052_34,s2.311812428930139,s2.806619771210479,s259.658552030664339
052_35,s0.252471915188950,s0.964602441728269,s259.345311228677474
052_36,s2.139538952562563,s3.594466423049173,s79.599746689224204
052_37,s1.281816255854209,s2.202008807686525,s259.600344104393059
052_38,s0.252459579496257,s1.594161987399493,s259.364559813915321
052_39,s4.167329027468174,s2.381333880052678,s79.842471245764969
052_40,s3.142486116079195,s1.155099679877540,s78.638588771989205
052_41,s4.165833104781307,s0.505870143907306,s77.295469813841734
052_42,s1.112884557521089,s2.989308582485701,s79.602578026079442
052_43,s4.166651389300673,s1.744302644018416,s78.765611756683569
052_44,s3.161908250760445,s2.389332563375874,s79.652401033794476
052_45,s4.166660683633684,s3.685103285595119,s80.505414380701168
052_46,s1.256925955150890,s0.979669570840642,s259.293883269661080
052_47,s3.319070497507888,s1.553327139411267,s258.765602237944563
052_48,s3.297963160062761,s0.356761159165540,s257.268440696317612
052_49,s2.141967582304099,s2.990360200880105,s79.605220485457608
052_50,s3.167995036330545,s3.615349700766473,s80.722818484979513
052_51,s1.275940500817510,s1.592234934452196,s259.323261747383583
053_0,s0.258322035141207,s3.940684296531700,s235.091415110737586
053_1,s3.566578441335088,s2.718995232822524,s138.661776667927370
053_2,s3.051032122871432,s0.169029914881914,s113.629120714669185
053_3,s1.346238342113365,s2.263936786657878,s205.488798137724444
053_4,s1.251675743692234,s0.191847575487543,s244.574213063563008
053_5,s3.663740376449800,s3.011874354776436,s295.397004356041236
053_6,s2.837494532975932,s3.154684426817539,s3.943639757464343
053_7,s2.974678373119725,s2.876001161626386,s159.535477484022493
053_8,s2.236931944689556,s1.225904536805497,s166.920913955986549
053_9,s1.916657745243058,s2.465332672836396,s163.786974810769095
053_10,s4.053086357570741,s3.500231898213471,s335.379309685517796
053_11,s0.327752068386622,s2.969492372384621,s23.629378080516720
053_12,s1.543530202895822,s1.196066632149440,s158.539769185473119
053_13,s1.324614408614490,s1.583060461548555,s117.392744016400627
053_14,s0.876167663135966,s3.217109649439606,s59.632915131204577
053_15,s3.469361957260985,s3.575178711834933,s154.835763622480414
053_16,s3.571282917106222,s3.907040903173332,s293.626673933193842
053_17,s4.065775154171106,s0.266453200670841,s336.370621965522162
053_18,s1.825992408881082,s1.334209347832100,s344.875188687248055
053_19,s2.068350684661100,s0.062056834017488,s337.310778230910557
053_20,s3.477560278945758,s0.169128387184980,s246.362879853978399
053_21,s2.399000977548483,s1.535492932191018,s27.254187460983495
053_22,s0.389277507136821,s1.234551565100789,s28.412947763063499
053_23,s0.212972760764426,s2.442166868091439,s306.015157650764820
053_24,s3.564216716552526,s0.617967574716482,s292.717106584859096
053_25,s2.410566637808738,s3.155885002800795,s161.962358526084103
053_26,s2.641933863751533,s1.426831783484853,s205.390998058110313
053_27,s0.850945015657949,s2.328059768984584,s345.607912690366732
053_28,s3.252489107710634,s1.532620796516266,s160.201462809055698
053_29,s2.795345206591700,s1.720455132997498,s343.884037340692771
053_30,s1.959537756693729,s2.814455691110767,s66.548981880808782
053_31,s2.697910578286966,s0.669869071948582,s157.311006372474395
053_32,s0.334019683213151,s0.968000838414427,s200.922463748262913
053_33,s1.427478648329065,s2.524249664740367,s25.476736828814914
053_34,s0.943138378762227,s2.085880608657255,s162.633923755452741
053_35,s1.204911738810719,s3.524419534230229,s236.716542318387297
053_36,s2.437014715794369,s4.009126072680402,s170.715577403448179
053_37,s3.851675688873031,s1.764730064974630,s155.544061925891299
053_38,s4.172982138326085,s1.247313092944331,s112.717782580053310
053_39,s3.204471177865869,s3.808293543123060,s58.381117937673764
053_40,s3.272059235663891,s1.885301859066954,s318.662293176243736
053_41,s1.415684991482052,s3.907052379131807,s293.629377158709872
053_42,s0.961543241522404,s1.037975393427426,s199.683270756568703
053_43,s3.924763689176189,s2.465416836050559,s326.242877548035210
053_44,s0.840762823657229,s0.053666121079953,s4.523271204699293
053_45,s1.943045054314658,s3.358277390534925,s350.715558415408111
053_46,s0.327752342317948,s0.069230822364636,s23.629292342736960
053_47,s4.065759431191527,s2.165494579075037,s203.622959857735452
053_48,s0.324074434887613,s2.109241167440136,s207.750319902759770
053_49,s1.114669017597088,s3.769892449486520,s55.091415767439109
053_50,s3.128309654261711,s0.496360950186614,s338.280744421257850
053_51,s1.682745595648422,s0.433096590813749,s338.540609035119758
053_52,s2.388327519773396,s2.156557866174362,s345.953414557416636
054_0,s2.163792589943313,s1.128053485318399,s80.165135926036783
054_1,s2.258088845000055,s3.889897775761926,s259.294894454385144
054_2,s3.172449061027253,s2.298206981547381,s79.293083095489735
054_3,s2.274091314140574,s3.301683470074531,s259.293564027633181
054_4,s1.271053971643372,s2.136751054420954,s259.300364146063202
054_5,s4.237482767242843,s4.083791260399368,s65.401806968329055
054_6,s2.137388575069863,s2.309806769184467,s79.294140187295994
054_7,s3.309149208268679,s3.290120160635522,s259.298772174164526
054_8,s2.306077516767525,s2.125252055502633,s259.292680231023610
054_9,s1.034108241852671,s3.621841167398340,s79.299732637718066
054_10,s2.153331568283012,s1.721544265180520,s79.297984363692876
054_11,s4.223556899406410,s1.698371496398582,s79.290882153627749
054_12,s0.259522016514885,s3.376182081515172,s259.299733042827427
054_13,s1.143449659878892,s4.032279952441492,s254.179925557855398
054_14,s0.260480777969249,s0.813941460560951,s264.307007498984660
054_15,s3.156453269990319,s2.886420028419185,s79.292969557398351
054_16,s4.191785506157163,s2.875016447353442,s79.307351284759221
054_17,s2.121392895337651,s2.898024399182680,s79.293529728664851
054_18,s2.088565254058028,s4.079735760567111,s77.842730942944371
054_19,s2.183406920852317,s0.534056798197477,s81.507699697704865
054_20,s1.102265734382667,s2.321296810116259,s79.330033941734115
054_21,s0.259510541628792,s2.744558631241077,s259.317695900574108
054_22,s2.290091457488050,s2.713470643208356,s259.293357706926543
054_23,s0.257982560244131,s1.471433583218327,s261.675726192332320
054_24,s3.220445866568573,s0.533263662258698,s79.481575574619583
054_25,s2.335510569587786,s0.944603110302136,s259.756808452379744
054_26,s1.288660735743685,s0.911590723013536,s262.950808339692571
054_27,s4.239671746473912,s1.110243467665221,s79.294578493130601
054_28,s2.322061954958043,s1.537000931444541,s259.298886977408245
054_29,s0.318307028087103,s0.328789704459946,s246.230581908581598
054_30,s1.199333637156870,s3.366821502283134,s259.208803399407657
054_31,s3.341109784999411,s2.113659395372922,s259.293319608539832
054_32,s1.106929365328746,s1.085229271377795,s83.373624018935587
054_33,s1.255066906158783,s2.725069594673495,s259.293646425585905
054_34,s1.237077393323762,s0.339020586162129,s245.948560094519706
054_35,s3.325110786871013,s2.701872434711517,s259.292986941507081
054_36,s3.188446683730695,s1.709991421634511,s79.295204762076722
054_37,s4.207578015820173,s2.286573969055123,s79.288502595105598
054_38,s3.357127531429469,s1.525447578014618,s259.295206912108654
054_39,s1.098700937327850,s1.702869943756355,s81.677559707185964
054_40,s3.204464818165211,s1.121779567075982,s79.294662209224455
054_41,s1.094121376933733,s2.950977893991520,s79.317688037818272
054_42,s3.298717441799131,s3.888786777993231,s260.934440966189527
054_43,s4.255818908013620,s0.522114223284235,s79.300428394452751
054_44,s2.360559870502109,s0.348824212940105,s259.478143444590160
054_45,s0.259592831226432,s4.077967113325065,s259.295408781103504
054_46,s2.103263320600410,s3.486639048266979,s79.294890785554429
054_47,s3.120397604677156,s4.077661866026091,s78.508376065665885
054_48,s3.140467880076498,s3.474677313988724,s79.300106388680689
054_49,s3.373169138515639,s0.937205728616434,s259.303835319622067
054_50,s0.259502640866152,s2.120079645534363,s259.330057946607496
054_51,s1.274883216640740,s1.525500814368874,s261.677560286922017
054_52,s4.199740821880751,s3.488779711590190,s79.938748392872199
054_53,s3.389819153785058,s0.348609452455344,s259.300428621513902
055_0,s3.440966472229070,s1.641816362904672,s259.117103405727335
055_1,s4.331103128669876,s4.187021883992850,s65.627708891428469
055_2,s2.405675762720894,s1.656303993267263,s259.152359244874333
055_3,s2.416672737235821,s1.063017592738788,s259.657354810150821
055_4,s3.398610668231440,s3.406918232504638,s259.132878228501568
055_5,s3.454604730811544,s1.053189765427712,s259.112024929409131
055_6,s1.342814761210166,s2.848101538277315,s259.121683011506946
055_7,s1.369585748168081,s1.652186147602127,s260.300426094950069
055_8,s3.427025144667344,s2.230293921924632,s259.111637877547480
055_9,s1.405705497754445,s0.464488662271639,s260.078666286952398
055_10,s1.384811103404689,s1.055685330794183,s260.135209923049956
055_11,s0.336518854154007,s4.194479588504412,s259.234222165864708
055_12,s0.340405061089888,s0.459800754244833,s255.626229950298921
055_13,s2.439680659752160,s0.464179509278729,s259.329127883523142
055_14,s2.268298342174401,s0.651638030989575,s80.073728806615492
055_15,s1.197704000006245,s1.833808639417138,s80.293987304568915
055_16,s1.292394373219627,s3.477682497724779,s258.766048534319168
055_17,s1.233004621799061,s0.647101058598569,s80.412562268029731
055_18,s4.321622930986331,s1.223511523544936,s79.096064672031858
055_19,s0.335983770509154,s3.489735255498251,s259.127923884560289
055_20,s3.258852835617049,s2.415394997906816,s79.117319107564768
055_21,s2.209679644773063,s3.018419689616289,s79.121683484125995
055_22,s3.387409787523773,s4.006806035651814,s260.124440739755471
055_23,s1.223337885517667,s4.143781238519338,s253.281099108614654
055_24,s1.188845781803487,s2.443371810130830,s79.191403968094420
055_25,s0.335944303925731,s2.251718310004042,s259.192833649916793
055_26,s4.281753691072085,s3.585676213082317,s78.445439864875283
055_27,s3.298964346024367,s0.648718446843453,s79.290718200358086
055_28,s2.195442577419188,s3.606677616993241,s79.121632138463369
055_29,s4.279781066993481,s2.989165096166416,s79.138713084245310
055_30,s3.244701006981580,s3.003692026275594,s79.119137772936654
055_31,s1.180623548938304,s3.064374432136353,s79.142308572956651
055_32,s3.412902463612255,s2.818598471070632,s259.134260741698483
055_33,s0.335974776795576,s2.866732603278825,s259.142397611621789
055_34,s4.333806023531522,s0.634098379216959,s79.054279919074460
055_35,s1.108504617844936,s3.734922568034421,s79.127864548533225
055_36,s2.181224954622734,s4.194938589425784,s79.119704995386542
055_37,s1.213407079770452,s1.238796783318689,s80.085598559624515
055_38,s1.357171792460864,s2.258507360582209,s259.186071234849294
055_39,s2.349327856644325,s4.009881219714811,s259.120491879352073
055_40,s2.363563308891571,s3.421623671467217,s259.121675054695174
055_41,s4.294204840958258,s2.400868549045776,s79.141576988823630
055_42,s2.377820473058672,s2.833362063034184,s259.121683747099610
055_43,s3.272748789115029,s1.826949041420725,s79.107920720811393
055_44,s3.210024687069842,s4.194274205653811,s79.335013049407351
055_45,s3.286462287518607,s1.238409158421074,s79.120840404231984
055_46,s4.307950988347621,s1.812134417510019,s79.118387035836079
055_47,s2.237354959485889,s1.841287024125410,s79.184576225819228
055_48,s2.245269140577295,s1.246767034460041,s80.066283601342022
055_49,s3.467756193092251,s0.463298422879961,s259.054295787233514
055_50,s0.335239184208797,s1.644474555235661,s260.281763454570125
055_51,s2.223912046038124,s2.430162838634344,s79.118660674015004
055_52,s3.230464430495644,s3.591975033277089,s79.125207585471173
055_53,s0.348232053708855,s1.046453990647672,s260.413152941792532
055_54,s2.392001565453620,s2.245095161483643,s259.116082182642231
056_0,s-1.902816343289893,s-4.696560304870397,s259.500034033931627
056_1,s-4.202450362616044,s-0.943170706381086,s79.513377020643887
056_2,s-2.117754850801125,s-2.133362298182040,s79.800410404903772
056_3,s-3.103486259576193,s-4.512666604252106,s79.667033922875575
056_4,s-2.130294592305373,s-1.539298965193711,s79.795015138746237
056_5,s-5.046189192656315,s-2.319340583125516,s259.773949170543062
056_6,s-3.137706610135291,s-2.728254497968389,s79.802519097312242
056_7,s-5.058090721951612,s-1.725042245644684,s259.754024382233183
056_8,s-3.112223952862474,s-3.916156595710585,s79.797857739284396
056_9,s-1.934689170040593,s-2.910385348460633,s259.786156161453334
056_10,s-4.195571804783375,s-1.541233751151321,s79.780163513791237
056_11,s-2.992763165131442,s-1.723376271103553,s259.790794826411741
056_12,s-1.046785094984292,s-3.914337433850009,s79.773743058844730
056_13,s-3.965230906737403,s-4.696349434864553,s259.652936024555629
056_14,s-1.046307153955166,s-0.952204691922624,s68.843216920597698
056_15,s-5.033259352043850,s-2.912863896527322,s259.756538497053043
056_16,s-4.157524671858557,s-3.323123827256104,s79.779168408758181
056_17,s-2.104981292540933,s-2.727276005729045,s79.795213887586740
056_18,s-5.033693820580144,s-4.696970823642887,s255.290775096690879
056_19,s-5.008815204706772,s-4.100791651537477,s259.738094055962904
056_20,s-1.096316890470614,s-1.539163695461131,s79.649576644926924
056_21,s-1.909318331521589,s-4.098326912460929,s259.795906598578256
056_22,s-1.947338406299838,s-2.316434751269035,s259.808822561857710
056_23,s-3.974572322451604,s-4.100417815649907,s259.794691922223706
056_24,s-1.970219129612294,s-1.127011882008140,s259.656958851107618
056_25,s-5.020464827951652,s-3.506391299980307,s259.744402028544471
056_26,s-1.921802216356443,s-3.504175981552522,s259.794985729370239
056_27,s-1.042139636366722,s-4.513181685647755,s79.500034128638390
056_28,s-3.001749127788440,s-1.127126276139699,s259.662773972094215
056_29,s-2.072494518234546,s-4.512558405806070,s79.593869800401563
056_30,s-1.059269034288976,s-3.320349568871218,s79.786011157253512
056_31,s-2.140037680174018,s-0.943508898009940,s79.657925994472535
056_32,s-1.072030659154632,s-2.726690932447057,s79.756089782632188
056_33,s-4.183157703012312,s-2.135409197702907,s79.805575352205040
056_34,s-3.171602302130523,s-0.943297445796946,s79.600240509219844
056_35,s-4.025316812095411,s-1.724346687282144,s259.790896548206376
056_36,s-3.150494931329630,s-2.134342296810139,s79.802475725657828
056_37,s-3.124872928606821,s-3.322140314655862,s79.805377449794307
056_38,s-3.987219579432041,s-3.506281689919922,s259.804757960274515
056_39,s-2.954551017190194,s-3.505175718482688,s259.807077264091106
056_40,s-5.063194033927859,s-1.126590226945979,s259.513377047376764
056_41,s-4.012838399015355,s-2.318454417179890,s259.802514968668163
056_42,s-2.079604539578336,s-3.915160866440001,s79.788191241422282
056_43,s-2.980207031643580,s-2.317401504606615,s259.797078342309987
056_44,s-4.032739650304397,s-1.127131207244466,s259.604544198283520
056_45,s-2.933540592074937,s-4.696455890520046,s259.586968229592230
056_46,s-2.967421154349890,s-2.911298660579892,s259.801068983483674
056_47,s-3.163010860985642,s-1.540301874166140,s79.790873560983471
056_48,s-2.092115751632759,s-3.321095460172098,s79.799688460748271
056_49,s-4.170367101436236,s-2.729323384392217,s79.795029322198047
056_50,s-2.941951967187099,s-4.099222482166395,s259.794250208869130
056_51,s-4.135316802509561,s-4.512746301310834,s79.726000537933473
056_52,s-4.144961360100440,s-3.917041894505880,s79.742029994340228
056_53,s-4.000065975490307,s-2.912392919729266,s259.805376653173539
056_54,s-1.084217224862280,s-2.132689368572306,s79.751091380211165
056_55,s-1.960009202500879,s-1.722419209904580,s259.791670197100643
057_0,s3.689926712996100,s2.130669408014820,s244.144744490376894
057_1,s4.008903559100127,s2.520689826358457,s24.181969936219463
057_2,s3.691966872135813,s0.194746903878482,s356.522997091400782
057_3,s0.802333532123549,s4.209398434339245,s64.578080029664491
057_4,s1.765514438630388,s4.232181634316964,s293.630220272007421
057_5,s1.295180496880816,s4.338780923213799,s200.967153492960847
057_6,s0.326037725197402,s1.793583663371328,s14.334586027197320
057_7,s4.228553874668673,s3.638897211349987,s336.372909735927351
057_8,s1.968110078759281,s1.528832935514657,s280.658967388489998
057_9,s1.173110562091756,s2.727515172567629,s181.037105795905092
057_10,s3.867988713683281,s4.133405712585109,s301.621326559197655
057_11,s1.688906419933591,s0.310445748850022,s293.951273802291098
057_12,s0.307588442712135,s2.754854850158550,s23.629224072686014
057_13,s2.363356494002936,s1.022111670094615,s327.978018432222086
057_14,s0.790142402256555,s2.892434693464387,s331.635624744793574
057_15,s0.307587594302820,s3.819922690300920,s23.629377960780385
057_16,s3.823415518177925,s3.327686253787887,s21.374776175608666
057_17,s1.435660387440903,s0.690664464068412,s356.956943018159564
057_18,s4.162686145179520,s3.242063395861542,s204.140801532081468
057_19,s0.577521399938391,s0.799368154069468,s201.734597164493408
057_20,s1.336843100208149,s0.196653150984347,s36.073192903457333
057_21,s2.108018340753232,s3.843036646312393,s265.965813964534675
057_22,s1.145543392779750,s1.523344632654061,s176.953965181429311
057_23,s4.219071188922278,s0.203901377002453,s336.121348002436832
057_24,s3.780153927950943,s1.056924827190999,s58.067731225820140
057_25,s1.864725653656676,s3.345020337568374,s9.901364053445810
057_26,s4.229280105140783,s1.080981234669989,s156.078038699275368
057_27,s2.395065341828810,s2.445825321802382,s8.391788284203194
057_28,s2.897481977745497,s1.263200063656244,s238.067894260474020
057_29,s0.200225494604457,s0.311222377148385,s246.370632810206160
057_30,s4.228559438998997,s2.397705168289540,s203.629386120652242
057_31,s2.910887253176212,s3.463210523108569,s85.966075122706030
057_32,s1.072616947143461,s3.945898009941692,s154.400070549914460
057_33,s0.977226946365065,s1.741980916806341,s5.748056882742071
057_34,s2.112150488202808,s2.153893902070055,s233.391140420461937
057_35,s3.028430213465491,s1.765272685164443,s53.390310100799425
057_36,s1.387907911198388,s2.960985547798203,s6.758458555667946
057_37,s3.094699944424222,s0.201192848478430,s323.001819473455043
057_38,s2.796910102889357,s2.547660105342016,s226.121577479335400
057_39,s3.292415447956131,s1.776097157890779,s238.067845781237111
057_40,s2.824074605947930,s2.866682045412342,s44.908518471362484
057_41,s4.301816556593630,s1.428558807984785,s58.739575856234843
057_42,s2.695310333249441,s0.682755934319762,s282.211232671101982
057_43,s3.329866881843825,s3.259439239089537,s159.574647660786269
057_44,s1.666033569397222,s2.485293480644992,s195.868223722717119
057_45,s0.563497227290796,s1.647826158748080,s194.332644179481861
057_46,s0.440797157928450,s3.291895996670663,s334.399332919704761
057_47,s0.307635693797323,s0.909613516140711,s23.610325180891994
057_48,s0.535808058408826,s2.591178766018387,s192.892584515912716
057_49,s3.067782012497935,s4.232181842389011,s293.630232594942754
057_50,s3.254842867840419,s3.514726637693363,s341.876476924455176
057_51,s1.871920445397715,s2.746092545520827,s330.939911153560558
057_52,s3.401653455277888,s2.411999063617515,s339.562693793675408
057_53,s2.563819607414362,s0.311410877828620,s113.644168963005185
057_54,s1.557120999929854,s1.615056504027298,s15.868037850378554
057_55,s2.519148980423837,s4.281493202433687,s228.344067295136540
057_56,s2.040503258873450,s0.826759328436393,s42.204085171727058
058_0,s3.766185500353145,s1.579217780357964,s261.219399348691184
058_1,s0.448693608000666,s1.485736213048531,s26.865895563500434
058_2,s1.514418201813386,s3.679616426710513,s217.943716820084347
058_3,s2.042675273265495,s0.920986956103408,s191.458080561980580
058_4,s0.929933177065323,s4.337042035307962,s163.372890971344390
058_5,s3.327952887454959,s1.047534584324982,s145.009978651840242
058_6,s0.407824881500788,s0.342332650087493,s23.629377440403729
058_7,s2.248291541526551,s1.193859597308701,s2.361581095140421
058_8,s1.368760436635847,s1.987666490873348,s221.966895624563847
058_9,s3.764289502983936,s3.046510163069702,s285.986281692846887
058_10,s3.731853016800310,s3.657395813068497,s341.260866744871237
058_11,s1.728003852082512,s0.267677328993084,s246.370616028219985
058_12,s1.973436533189663,s2.107545952549706,s177.436811820602799
058_13,s4.369632785782815,s1.805257089718804,s336.370695888821274
058_14,s0.442957546690490,s2.657240665131840,s26.406253332773080
058_15,s0.405740119757843,s1.220216992810136,s204.466872249339673
058_16,s3.464238189700239,s0.476512276300382,s294.717792664342483
058_17,s4.369629700231881,s2.684148031066765,s336.370366941193083
058_18,s2.500460165794685,s1.859693270036951,s296.632033108306473
058_19,s2.540045317642789,s3.739999922270678,s5.348444542283455
058_20,s2.413830908149314,s2.480669494365630,s250.604777871856129
058_21,s3.940838380944812,s0.267681784837242,s246.370886291940025
058_22,s0.425609812729516,s3.376945454340544,s345.232731489757668
058_23,s3.373728237875783,s2.511698801771701,s77.738246663714136
058_24,s2.116456292914124,s3.706228393803550,s180.874924568101704
058_25,s3.820371236886321,s2.044320647885652,s296.833900159681718
058_26,s1.300968669011891,s4.170687279574465,s298.314831723010968
058_27,s0.407824894690857,s4.329532147043926,s156.370625986881748
058_28,s2.171210939485038,s4.241951920812664,s118.314832893493389
058_29,s0.965089561466515,s3.394172495440857,s332.482038997006669
058_30,s2.553744482154353,s0.158630895633488,s331.612284980711991
058_31,s2.388373844425344,s2.813170077399983,s359.050940810824045
058_32,s2.102409569431929,s2.621662568168543,s123.044097632235847
058_33,s4.369632740556701,s4.336847270697868,s203.629285792487821
058_34,s3.470741611521538,s3.105259997052592,s118.338317149307386
058_35,s1.298355642488147,s3.104356469130489,s262.051392990411500
058_36,s3.089998571854638,s4.059991310000712,s52.216021767776375
058_37,s1.058695694398340,s2.964687283357314,s77.864539575880372
058_38,s2.782734984862290,s3.528921852206026,s179.049333641111332
058_39,s0.858040575146642,s1.526698174573431,s273.397495723354950
058_40,s1.038163013140515,s2.059619347889941,s26.866005020968458
058_41,s3.562300569322424,s2.100775190664927,s112.795975650768071
058_42,s4.041540931648017,s1.018047239090233,s305.818336574978332
058_43,s0.895412664450451,s0.929074306249630,s312.954767296684849
058_44,s1.719381590160989,s1.217956605513568,s132.954767197901901
058_45,s3.316254859381675,s1.617347542544672,s214.657562370972641
058_46,s2.839595350285777,s1.580638174218255,s190.526992514950592
058_47,s3.388241593198721,s4.192877966682689,s296.524291226482603
058_48,s2.632014545746939,s1.030576296360645,s151.611882971204608
058_49,s0.730643432627255,s0.267678568440400,s246.371212071587394
058_50,s4.328956621085550,s3.502567958394268,s23.628947423429210
058_51,s3.061093217278873,s0.267677015369342,s246.370622877706836
058_52,s0.444232732600512,s2.319240861154113,s206.865969287930454
058_53,s3.611861418727066,s2.613053038280004,s254.889963561727825
058_54,s3.134634252804300,s3.780189414357190,s226.254961676307687
058_55,s1.257557423351221,s2.503123408773836,s303.044087175153948
058_56,s4.369630686348381,s0.516695205806947,s336.370881698422068
058_57,s1.558280180963165,s0.496367027934461,s78.658862183777899
059_0,s-3.311358495287911,s-2.236162187694601,s72.093364768687181
059_1,s-0.703923037496920,s-0.837150464230717,s59.523779516262870
059_2,s-2.440602507933179,s-3.015227332780668,s72.240430263993673
059_3,s-2.274863904855817,s-2.528604079420408,s252.257600073708801
059_4,s-4.213865917496266,s-4.724293899355784,s252.170292349060759
059_5,s-2.520028014445868,s-3.749681458486690,s72.247642356805812
059_6,s-4.906345033478267,s-3.082188600378157,s252.101364183070928
059_7,s-1.423932055899143,s-2.655898749267060,s252.266807192848688
059_8,s-3.348828845988560,s-2.970268591907840,s72.175177718773256
059_9,s-1.683235032014189,s-4.511872356028956,s72.248186356953084
059_10,s-4.358387972708432,s-4.519929974132095,s72.106706437218890
059_11,s-4.093083316336871,s-3.165672106294202,s252.249707420451301
059_12,s-4.169870093023017,s-2.099253454512938,s72.071677457069029
059_13,s-1.580402387549927,s-3.801518805447146,s72.248916038323188
059_14,s-1.540592894522995,s-2.324729045147575,s72.268167729528855
059_15,s-1.398027474426629,s-1.878855782299895,s252.269991491600933
059_16,s-1.557639673751610,s-3.073838874020820,s72.257600309779548
059_17,s-2.556716665508703,s-4.520344873714525,s72.254854932524850
059_18,s-4.075222188521227,s-0.751966293624698,s66.370996848949886
059_19,s-2.375315867385500,s-3.953617177167908,s252.248186382738993
059_20,s-0.706806739000285,s-4.693235849950329,s66.373405359013887
059_21,s-4.906330246690144,s-1.561962928491857,s252.029373845265098
059_22,s-1.500020060264091,s-0.764679983517655,s72.266698509868434
059_23,s-4.064104809892950,s-2.422498403030150,s252.093390098132886
059_24,s-4.906422471279306,s-0.795856767557233,s246.370997279729210
059_25,s-0.706854410267779,s-2.437455577430673,s72.267254437304842
059_26,s-2.340422030560775,s-0.764598472130551,s72.215475118734702
059_27,s-2.413277257862739,s-2.304766435622239,s72.225706062455785
059_28,s-3.930899038762631,s-0.976801393201434,s252.088213077344818
059_29,s-3.375957161059987,s-3.711022360676919,s72.251094286333398
059_30,s-2.309735982239378,s-3.262454319873059,s252.248916265540316
059_31,s-3.245833202475471,s-3.960594357391586,s252.253469875304091
059_32,s-1.450838469876927,s-3.396716945630634,s252.265368761568226
059_33,s-4.252552184405981,s-3.661141724610053,s72.114851331601159
059_34,s-1.538302649286767,s-4.736850551309064,s246.373405272676138
059_35,s-2.203840213470262,s-0.994445652414546,s252.272011822610011
059_36,s-2.242569476285947,s-1.771700787363428,s252.271911416042087
059_37,s-4.086059799846156,s-3.963494654448671,s254.628228566292933
059_38,s-4.906339955204067,s-2.299291491324960,s252.071808296366413
059_39,s-0.706855271920464,s-1.638345470132084,s72.272758836627148
059_40,s-3.103598578379420,s-1.745431361684990,s252.224278609528653
059_41,s-3.208697256613120,s-0.764268996118225,s72.045464499667943
059_42,s-3.444651702920010,s-4.517771278842999,s74.628286991271864
059_43,s-3.066065539177649,s-0.975387641661399,s252.224866090374519
059_44,s-0.706854475484247,s-3.928101314249782,s72.265368882442090
059_45,s-1.468610046442381,s-4.108568947133657,s252.263365259038039
059_46,s-3.290912526153419,s-4.724177638004433,s252.243909040641711
059_47,s-2.377086041100005,s-1.535404725936091,s72.224913331440817
059_48,s-4.203295567550891,s-2.853273490643762,s72.093756551996350
059_49,s-4.038923591147893,s-1.694909058081049,s252.088322133928784
059_50,s-3.209028672319727,s-3.189776561153172,s252.242271477917626
059_51,s-3.179610802143516,s-2.480920876504771,s252.226396630492729
059_52,s-4.147808334388404,s-1.381236130073650,s72.028979920766503
059_53,s-0.706854475439566,s-3.201154920115096,s72.265375841193929
059_54,s-2.411949875432864,s-4.724164877363909,s252.254844826324444
059_55,s-1.362308841308167,s-1.061361593465217,s252.278598553479469
059_56,s-4.906347105226808,s-3.932229484490176,s252.114258021603291
059_57,s-3.248280708567222,s-1.541027885447652,s72.088213177214215
059_58,s-1.520799792304542,s-1.557195366524559,s72.271962505762303
060_0,s-1.581951819695178,s-3.072171444213026,s72.472875420951056
060_1,s-2.444482408658007,s-2.315627682643983,s72.475380093739759
060_2,s-3.390136203235679,s-3.774464702997127,s72.477393358117837
060_3,s-4.188809612748548,s-2.151458837587188,s72.424682759909487
060_4,s-2.302538798962059,s-2.530320724398980,s252.473019922774142
060_5,s-4.057672693913727,s-1.737217059012029,s252.472366496456345
060_6,s-4.212587706625256,s-2.890901094904970,s72.465438703147356
060_7,s-2.373167524847333,s-3.987459910019192,s252.476361163739284
060_8,s-2.273019027098204,s-1.772626698818709,s252.475580871500227
060_9,s-3.335040863184623,s-2.278008046711645,s72.472399966418052
060_10,s-2.413719256984387,s-1.553948284307194,s72.474837556115830
060_11,s-2.518721394966305,s-3.784197473467284,s72.475379840336544
060_12,s-3.197266018388695,s-2.505888485844262,s252.474201119305093
060_13,s-1.540824809126425,s-1.564969000746930,s72.478167055953634
060_14,s-4.275480543052997,s-4.467243993954430,s72.485180574468231
060_15,s-0.729772463828096,s-3.925782539471805,s72.327240115347536
060_16,s-1.474033413093938,s-3.394740167316312,s252.432995989950570
060_17,s-3.249418177238989,s-3.993083329422357,s252.475360643557764
060_18,s-2.549422451474804,s-4.545630573007879,s72.475039836066756
060_19,s-1.431540055677563,s-1.886398136486168,s252.472062530473806
060_20,s-2.465415121742188,s-3.041871372194517,s72.474200330044738
060_21,s-1.677932024044900,s-4.542467266368251,s72.476361086241226
060_22,s-3.144258191166316,s-1.762974407305800,s252.475380515321746
060_23,s-4.080898214884840,s-2.474077448418083,s252.472457603649673
060_24,s-2.327300515336156,s-3.268673950988788,s252.472875333951691
060_25,s-1.489741617426236,s-4.108446364804256,s252.317211240385859
060_26,s-4.172956909960366,s-1.437852135538858,s72.403321939255221
060_27,s-2.382950670755234,s-0.792167066190243,s72.458633269157133
060_28,s-4.230661683036828,s-3.659810595755610,s72.482555916831672
